story_id,character,source_text,situation,moral_conflict,broken_component,iks_principle,hope_message,distress_keywords,emotion_tags,distress_level,decision_taken,outcome,user_group,data_source
IKS_EXT_234,Dhritarashtra,Bhagavad Gita,overcoming traumatic past,truth vs convenience,Agency,daya,"Through daya, one can navigate overcoming traumatic past and restore inner balance.","grief, truth, convenience",grief,low,Decided to apply daya to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_235,Sanjaya,Bhagavad Gita,experiencing a crisis of faith,hard work vs luck,Goals,satya,"Through satya, one can navigate experiencing a crisis of faith and restore inner balance.","moral tension, hard work, luck",moral tension,high,Decided to apply satya to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_236,Krishna,Bhagavad Gita,feeling lonely in a crowd,fear vs courage,Agency,viveka,"Through viveka, one can navigate feeling lonely in a crowd and restore inner balance.","sadness, fear, courage",sadness,low,Decided to apply viveka to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_237,Sadhaka,Bhagavad Gita,feeling lonely in a crowd,attachment vs detachment,Pathways,ahimsa,"Through ahimsa, one can navigate feeling lonely in a crowd and restore inner balance.","helplessness, attachment, detachment",helplessness,low,Decided to apply ahimsa to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_238,Seeker,Bhagavad Gita,struggling with self-doubt,faith vs logic,Pathways,karma yoga,"Through karma yoga, one can navigate struggling with self-doubt and restore inner balance.","confusion, faith, logic",confusion,high,Decided to apply karma yoga to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_239,Arjuna,Bhagavad Gita,facing betrayal by a friend,tradition vs innovation,Goals,bhakti,"Through bhakti, one can navigate facing betrayal by a friend and restore inner balance.","helplessness, tradition, innovation",helplessness,low,Decided to apply bhakti to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_240,Krishna,Bhagavad Gita,facing injustice from authority,truth vs convenience,Agency,bhakti,"Through bhakti, one can navigate facing injustice from authority and restore inner balance.","helplessness, truth, convenience",helplessness,medium,Decided to apply bhakti to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_241,Arjuna,Bhagavad Gita,dealing with physical illness,non-violence vs self-defense,Agency,dana,"Through dana, one can navigate dealing with physical illness and restore inner balance.","sadness, non-violence, self-defense",sadness,medium,Decided to apply dana to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_242,Krishna,Bhagavad Gita,facing community isolation,patience vs impulse,Pathways,vairagya,"Through vairagya, one can navigate facing community isolation and restore inner balance.","anxiety, patience, impulse",anxiety,low,Decided to apply vairagya to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_243,Disciple,Bhagavad Gita,dealing with professional failure,hard work vs luck,Agency,daya,"Through daya, one can navigate dealing with professional failure and restore inner balance.","grief, hard work, luck",grief,low,Decided to apply daya to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_244,Sanjaya,Bhagavad Gita,facing ethical corruption in workplace,ambition vs contentment,Pathways,satya,"Through satya, one can navigate facing ethical corruption in workplace and restore inner balance.","sadness, ambition, contentment",sadness,low,Decided to apply satya to resolve the ambition vs contentment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_245,Dhritarashtra,Bhagavad Gita,dealing with unrequited efforts,forgiveness vs anger,Agency,shanti,"Through shanti, one can navigate dealing with unrequited efforts and restore inner balance.","fear, forgiveness, anger",fear,high,Decided to apply shanti to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_246,Seeker,Bhagavad Gita,struggling with self-doubt,tradition vs innovation,Goals,tapas,"Through tapas, one can navigate struggling with self-doubt and restore inner balance.","sadness, tradition, innovation",sadness,low,Decided to apply tapas to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_247,Disciple,Bhagavad Gita,facing a loss of a loved one,attachment vs detachment,Agency,dana,"Through dana, one can navigate facing a loss of a loved one and restore inner balance.","grief, attachment, detachment",grief,low,Decided to apply dana to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_248,Seeker,Bhagavad Gita,facing exhaustion and burnout,patience vs impulse,Agency,bhakti,"Through bhakti, one can navigate facing exhaustion and burnout and restore inner balance.","despair, patience, impulse",despair,high,Decided to apply bhakti to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_249,Arjuna,Bhagavad Gita,dealing with professional failure,faith vs logic,Agency,karma yoga,"Through karma yoga, one can navigate dealing with professional failure and restore inner balance.","despair, faith, logic",despair,high,Decided to apply karma yoga to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_250,Sanjaya,Bhagavad Gita,facing betrayal by a friend,tradition vs innovation,Goals,daya,"Through daya, one can navigate facing betrayal by a friend and restore inner balance.","fear, tradition, innovation",fear,high,Decided to apply daya to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_251,Arjuna,Bhagavad Gita,managing family conflicts,patience vs impulse,Pathways,kshama,"Through kshama, one can navigate managing family conflicts and restore inner balance.","sadness, patience, impulse",sadness,medium,Decided to apply kshama to resolve the patience vs impulse.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_252,Dhritarashtra,Bhagavad Gita,experiencing a crisis of faith,faith vs logic,Agency,vairagya,"Through vairagya, one can navigate experiencing a crisis of faith and restore inner balance.","grief, faith, logic",grief,high,Decided to apply vairagya to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_253,Sadhaka,Bhagavad Gita,experiencing a crisis of faith,faith vs logic,Goals,ahimsa,"Through ahimsa, one can navigate experiencing a crisis of faith and restore inner balance.","grief, faith, logic",grief,high,Decided to apply ahimsa to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_254,Seeker,Bhagavad Gita,overcoming traumatic past,self-interest vs social good,Agency,shanti,"Through shanti, one can navigate overcoming traumatic past and restore inner balance.","frustration, self-interest, social good",frustration,low,Decided to apply shanti to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_255,Dhritarashtra,Bhagavad Gita,struggling with self-doubt,non-violence vs self-defense,Pathways,shanti,"Through shanti, one can navigate struggling with self-doubt and restore inner balance.","moral tension, non-violence, self-defense",moral tension,high,Decided to apply shanti to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_256,Sadhaka,Bhagavad Gita,facing a moral dilemma between family and duty,tradition vs innovation,Pathways,vairagya,"Through vairagya, one can navigate facing a moral dilemma between family and duty and restore inner balance.","helplessness, tradition, innovation",helplessness,medium,Decided to apply vairagya to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_257,Seeker,Bhagavad Gita,dealing with anger and revenge,mercy vs justice,Pathways,tapas,"Through tapas, one can navigate dealing with anger and revenge and restore inner balance.","anxiety, mercy, justice",anxiety,medium,Decided to apply tapas to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_258,Dhritarashtra,Bhagavad Gita,facing community isolation,tradition vs innovation,Agency,vairagya,"Through vairagya, one can navigate facing community isolation and restore inner balance.","confusion, tradition, innovation",confusion,high,Decided to apply vairagya to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_259,Seeker,Bhagavad Gita,dealing with anger and revenge,non-violence vs self-defense,Agency,dharma,"Through dharma, one can navigate dealing with anger and revenge and restore inner balance.","helplessness, non-violence, self-defense",helplessness,low,Decided to apply dharma to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_260,Krishna,Bhagavad Gita,overcoming procrastination,non-violence vs self-defense,Pathways,ahimsa,"Through ahimsa, one can navigate overcoming procrastination and restore inner balance.","anxiety, non-violence, self-defense",anxiety,high,Decided to apply ahimsa to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_261,Sadhaka,Bhagavad Gita,seeking purpose in life,fear vs courage,Pathways,dharma,"Through dharma, one can navigate seeking purpose in life and restore inner balance.","fear, fear, courage",fear,low,Decided to apply dharma to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_262,Arjuna,Bhagavad Gita,handling jealousy and envy,truth vs convenience,Pathways,ahimsa,"Through ahimsa, one can navigate handling jealousy and envy and restore inner balance.","despair, truth, convenience",despair,medium,Decided to apply ahimsa to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_263,Arjuna,Bhagavad Gita,facing ethical corruption in workplace,non-violence vs self-defense,Agency,kshama,"Through kshama, one can navigate facing ethical corruption in workplace and restore inner balance.","grief, non-violence, self-defense",grief,medium,Decided to apply kshama to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_264,Disciple,Bhagavad Gita,dealing with unrequited efforts,faith vs logic,Pathways,satya,"Through satya, one can navigate dealing with unrequited efforts and restore inner balance.","frustration, faith, logic",frustration,medium,Decided to apply satya to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_265,Sanjaya,Bhagavad Gita,facing social discrimination,forgiveness vs anger,Goals,tapas,"Through tapas, one can navigate facing social discrimination and restore inner balance.","anxiety, forgiveness, anger",anxiety,low,Decided to apply tapas to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_266,Arjuna,Bhagavad Gita,seeking purpose in life,forgiveness vs anger,Agency,kshama,"Through kshama, one can navigate seeking purpose in life and restore inner balance.","confusion, forgiveness, anger",confusion,high,Decided to apply kshama to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
